county,republican,democrat,state,year
Shelby,"2,488","9,396",Illinois,2020
Stark,814,"2,000",Illinois,2020
Stephenson,"8,756","12,253",Illinois,2020
Tazewell,"24,486","42,194",Illinois,2020
Union,"2,575","6,157",Illinois,2020
Vermilion,"10,323","20,725",Illinois,2020
Wabash,"1,248","4,228",Illinois,2020
Warren,"3,087","4,671",Illinois,2020
Washington,"1,639","6,110",Illinois,2020
Wayne,"1,185","7,172",Illinois,2020
White,"1,517","5,788",Illinois,2020
Whiteside,"12,195","14,472",Illinois,2020
Will,"183,915","155,116",Illinois,2020
Williamson,"10,107","22,681",Illinois,2020
Winnebago,"64,056","60,861",Illinois,2020
Woodford,"5,976","14,590",Illinois,2020
Adams,"10,686","3,236",Indiana,2020
Allen,"92,083","73,189",Indiana,2020
Bartholomew,"22,410","12,934",Indiana,2020
Benton,"3,007","1,009",Indiana,2020
Blackford,"3,841","1,376",Indiana,2020
Boone,"22,351","15,244",Indiana,2020
Brown,"5,777","3,036",Indiana,2020
Carroll,"7,086","2,224",Indiana,2020
Cass,"10,552","4,304",Indiana,2020
Clark,"33,668","23,093",Indiana,2020
Clay,"9,499","2,552",Indiana,2020
Clinton,"9,334","3,361",Indiana,2020
Crawford,"3,483","1,355",Indiana,2020
Daviess,"9,576","2,169",Indiana,2020
Dearborn,"19,528","5,446",Indiana,2020
Decatur,"9,575","2,439",Indiana,2020
DeKalb,"14,237","4,966",Indiana,2020
Delaware,"26,827","20,474",Indiana,2020
Dubois,"15,033","6,292",Indiana,2020
Elkhart,"46,972","26,108",Indiana,2020
Fayette,"7,755","2,237",Indiana,2020
Floyd,"23,400","17,511",Indiana,2020
Fountain,"6,154","1,629",Indiana,2020
Franklin,"9,691","2,137",Indiana,2020
Fulton,"6,694","2,280",Indiana,2020
Gibson,"11,817","4,023",Indiana,2020
Grant,"18,543","8,015",Indiana,2020
Greene,"11,103","3,389",Indiana,2020
Hamilton,"101,587","88,390",Indiana,2020
Hancock,"28,996","12,895",Indiana,2020
Harrison,"14,565","5,343",Indiana,2020
Hendricks,"53,802","32,604",Indiana,2020
Henry,"15,043","5,544",Indiana,2020
Howard,"26,449","13,303",Indiana,2020
Huntington,"13,147","4,255",Indiana,2020
Jackson,"14,555","4,302",Indiana,2020
Jasper,"11,383","3,798",Indiana,2020
Jay,"6,361","1,926",Indiana,2020
Jefferson,"9,663","4,731",Indiana,2020
Jennings,"9,490","2,523",Indiana,2020
Johnson,"51,219","24,736",Indiana,2020
Knox,"11,655","4,067",Indiana,2020
Kosciusko,"26,499","8,364",Indiana,2020
LaGrange,"8,110","2,355",Indiana,2020
Lake,"91,760","124,870",Indiana,2020
LaPorte,"25,997","22,427",Indiana,2020
Lawrence,"15,601","4,961",Indiana,2020
Madison,"31,215","19,524",Indiana,2020
Marion,"134,175","247,772",Indiana,2020
Marshall,"13,844","5,712",Indiana,2020
Martin,"4,029","1,011",Indiana,2020
Miami,"10,925","3,235",Indiana,2020
Monroe,"22,071","39,861",Indiana,2020
Montgomery,"12,659","4,213",Indiana,2020
Morgan,"27,512","7,781",Indiana,2020
Newton,"4,942","1,509",Indiana,2020
Noble,"14,195","4,660",Indiana,2020
Ohio,"2,054",668,Indiana,2020
Orange,"6,432","2,224",Indiana,2020
Owen,"7,286","2,420",Indiana,2020
Parke,"5,400","1,503",Indiana,2020
Perry,"5,345","3,203",Indiana,2020
Pike,"4,692","1,415",Indiana,2020
Porter,"45,008","39,746",Indiana,2020
Posey,"9,206","3,811",Indiana,2020
Pulaski,"4,246","1,463",Indiana,2020
Putnam,"12,278","3,946",Indiana,2020
Randolph,"8,312","2,513",Indiana,2020
Ripley,"11,261","2,774",Indiana,2020
Rush,"6,035","1,754",Indiana,2020
St.Joseph,"53,164","59,896",Indiana,2020
Scott,"7,328","2,698",Indiana,2020
Shelby,"14,568","5,023",Indiana,2020
Spencer,"7,357","3,213",Indiana,2020
Starke,"7,466","2,650",Indiana,2020
Steuben,"11,327","4,513",Indiana,2020
Sullivan,"6,691","2,153",Indiana,2020
Switzerland,"3,133",964,Indiana,2020
Tippecanoe,"34,581","35,017",Indiana,2020
Tipton,"6,110","1,834",Indiana,2020
Union,"2,688",736,Indiana,2020
Vanderburgh,"41,844","34,415",Indiana,2020
Vermillion,"5,184","2,145",Indiana,2020
Vigo,"24,545","18,123",Indiana,2020
Wabash,"10,762","3,494",Indiana,2020
Warren,"3,401",974,Indiana,2020
Warrick,"21,326","11,923",Indiana,2020
Washington,"9,114","2,784",Indiana,2020
Wayne,"17,567","9,524",Indiana,2020
Wells,"10,855","2,928",Indiana,2020
White,"7,957","3,032",Indiana,2020
Whitley,"12,862","4,234",Indiana,2020
Adair,"2,917","1,198",Iowa,2020
Adams,"1,530",590,Iowa,2020
Allamakee,"4,735","2,576",Iowa,2020
Appanoose,"4,512","1,891",Iowa,2020
Audubon,"2,295","1,071",Iowa,2020
Benton,"9,188","5,160",Iowa,2020
BlackHawk,"29,640","35,647",Iowa,2020
Boone,"8,695","6,303",Iowa,2020
Bremer,"8,294","5,958",Iowa,2020
Buchanan,"6,420","4,169",Iowa,2020
BuenaVista,"5,056","2,961",Iowa,2020
Butler,"5,542","2,424",Iowa,2020
Calhoun,"3,689","1,470",Iowa,2020
Carroll,"7,737","3,454",Iowa,2020
Cass,"4,969","2,201",Iowa,2020
Cedar,"6,161","4,337",Iowa,2020
CerroGordo,"12,442","10,941",Iowa,2020
Cherokee,"4,495","1,936",Iowa,2020
Chickasaw,"4,308","2,233",Iowa,2020
Clarke,"3,144","1,466",Iowa,2020
Clay,"6,137","2,662",Iowa,2020
Clayton,"6,106","3,340",Iowa,2020
Clinton,"13,361","10,812",Iowa,2020
Crawford,"4,854","2,220",Iowa,2020
Dallas,"27,987","26,879",Iowa,2020
Davis,"3,032","1,013",Iowa,2020
Decatur,"2,615","1,120",Iowa,2020
Delaware,"6,666","3,157",Iowa,2020
DesMoines,"10,592","8,893",Iowa,2020
Dickinson,"7,438","3,661",Iowa,2020
Dubuque,"27,214","25,657",Iowa,2020
Emmet,"3,265","1,520",Iowa,2020
Fayette,"6,145","3,835",Iowa,2020
Floyd,"4,732","3,172",Iowa,2020
Franklin,"3,422","1,626",Iowa,2020
Fremont,"2,711","1,080",Iowa,2020
Greene,"3,223","1,769",Iowa,2020
Grundy,"4,929","2,206",Iowa,2020
Guthrie,"4,272","1,985",Iowa,2020
Hamilton,"4,956","2,843",Iowa,2020
Hancock,"4,390","1,683",Iowa,2020
Hardin,"5,850","2,976",Iowa,2020
Harrison,"5,569","2,440",Iowa,2020
Henry,"6,507","3,275",Iowa,2020
Howard,"3,127","1,772",Iowa,2020
Humboldt,"3,819","1,442",Iowa,2020
Ida,"2,880",917,Iowa,2020
Iowa,"6,009","3,547",Iowa,2020
Jackson,"6,940","4,029",Iowa,2020
Jasper,"12,084","7,737",Iowa,2020
Jefferson,"4,443","4,319",Iowa,2020
Johnson,"22,925","59,177",Iowa,2020
Jones,"6,572","4,213",Iowa,2020
Keokuk,"3,797","1,414",Iowa,2020
Kossuth,"6,275","2,696",Iowa,2020
Lee,"9,773","6,541",Iowa,2020
Linn,"53,364","70,874",Iowa,2020
Louisa,"3,500","1,726",Iowa,2020
Lucas,"3,287","1,284",Iowa,2020
Lyon,"5,707","1,067",Iowa,2020
Madison,"6,507","3,134",Iowa,2020
Mahaska,"8,297","2,894",Iowa,2020
Marion,"12,663","6,178",Iowa,2020
Marshall,"9,571","8,176",Iowa,2020
Mills,"5,585","2,508",Iowa,2020
Mitchell,"3,677","2,053",Iowa,2020
Monona,"3,248","1,407",Iowa,2020
Monroe,"2,975","1,078",Iowa,2020
Montgomery,"3,659","1,583",Iowa,2020
Muscatine,"10,823","9,372",Iowa,2020
O'Brien,"5,861","1,569",Iowa,2020
Osceola,"2,690",601,Iowa,2020
Page,"5,319","2,086",Iowa,2020
PaloAlto,"3,370","1,519",Iowa,2020
Plymouth,"10,492","3,494",Iowa,2020
Pocahontas,"2,826",933,Iowa,2020
Polk,"106,800","146,250",Iowa,2020
Pottawattamie,"26,247","18,575",Iowa,2020
Poweshiek,"5,657","4,306",Iowa,2020
Ringgold,"1,968",709,Iowa,2020
Sac,"4,061","1,389",Iowa,2020
Scott,"43,683","46,926",Iowa,2020
Shelby,"4,697","1,959",Iowa,2020
Sioux,"15,680","3,019",Iowa,2020
Story,"20,340","29,175",Iowa,2020
Tama,"5,303","3,577",Iowa,2020
Taylor,"2,463",746,Iowa,2020
Union,"4,010","2,061",Iowa,2020
VanBuren,"2,859",875,Iowa,2020
Wapello,"9,516","5,821",Iowa,2020
Warren,"17,782","12,574",Iowa,2020
Washington,"6,971","4,561",Iowa,2020
Wayne,"2,338",727,Iowa,2020
Webster,"10,938","6,613",Iowa,2020
Winnebago,"3,707","2,135",Iowa,2020
Winneshiek,"6,235","5,617",Iowa,2020
Woodbury,"25,736","18,704",Iowa,2020
Worth,"2,738","1,596",Iowa,2020
Wright,"4,136","1,996",Iowa,2020
Allen,"4,155","1,559",Kansas,2020
Anderson,"2,874",765,Kansas,2020
Atchison,"4,826","2,314",Kansas,2020
Barber,"1,992",284,Kansas,2020
Barton,"8,480","2,302",Kansas,2020
Bourbon,"4,910","1,505",Kansas,2020
Brown,"3,206","1,088",Kansas,2020
Butler,"22,250","9,003",Kansas,2020
Chase,"1,114",341,Kansas,2020
Chautauqua,"1,397",212,Kansas,2020
Cherokee,"6,622","2,163",Kansas,2020
Cheyenne,"1,158",220,Kansas,2020
Clark,885,143,Kansas,2020
Clay,"3,129",883,Kansas,2020
Cloud,"3,182",893,Kansas,2020
Coffey,"3,407",928,Kansas,2020
Comanche,745,126,Kansas,2020
Cowley,"9,442","4,171",Kansas,2020
Crawford,"9,752","5,971",Kansas,2020
Decatur,"1,232",208,Kansas,2020
Dickinson,"7,045","2,040",Kansas,2020
Doniphan,"2,949",678,Kansas,2020
Douglas,"16,737","39,436",Kansas,2020
Edwards,"1,127",267,Kansas,2020
Elk,"1,130",191,Kansas,2020
Ellis,"9,569","3,633",Kansas,2020
Ellsworth,"2,106",646,Kansas,2020
Finney,"7,079","4,155",Kansas,2020
Ford,"5,763","2,926",Kansas,2020
Franklin,"8,326","3,623",Kansas,2020
Geary,"5,193","3,825",Kansas,2020
Gove,"1,256",163,Kansas,2020
Graham,"1,052",222,Kansas,2020
Grant,"1,910",497,Kansas,2020
Gray,"1,871",337,Kansas,2020
Greeley,537,77,Kansas,2020
Greenwood,"2,404",562,Kansas,2020
Hamilton,684,134,Kansas,2020
Harper,"2,128",453,Kansas,2020
Harvey,"10,015","6,652",Kansas,2020
Haskell,"1,103",261,Kansas,2020
Hodgeman,866,151,Kansas,2020
Jackson,"4,435","1,852",Kansas,2020
Jefferson,"6,193","3,106",Kansas,2020
Jewell,"1,369",211,Kansas,2020
Johnson,"151,280","177,925",Kansas,2020
Kearny,"1,134",255,Kansas,2020
Kingman,"3,102",745,Kansas,2020
Kiowa,957,153,Kansas,2020
Labette,"5,639","2,607",Kansas,2020
Lane,757,114,Kansas,2020
Leavenworth,"21,378","13,753",Kansas,2020
Lincoln,"1,273",266,Kansas,2020
Linn,"3,940",863,Kansas,2020
Logan,"1,231",185,Kansas,2020
Lyon,"7,381","5,878",Kansas,2020
McPherson,"9,562","3,977",Kansas,2020
Marion,"4,377","1,463",Kansas,2020
Marshall,"3,662","1,239",Kansas,2020
Meade,"1,508",261,Kansas,2020
Miami,"12,116","5,133",Kansas,2020
Mitchell,"2,454",547,Kansas,2020
Montgomery,"9,768","3,147",Kansas,2020
Morris,"2,085",721,Kansas,2020
Morton,"1,004",147,Kansas,2020
Nemaha,"4,612",920,Kansas,2020
Neosho,"4,795","1,727",Kansas,2020
Ness,"1,315",147,Kansas,2020
Norton,"1,977",361,Kansas,2020
Osage,"5,591","2,099",Kansas,2020
Osborne,"1,590",275,Kansas,2020
Ottawa,"2,581",504,Kansas,2020
Pawnee,"2,028",635,Kansas,2020
Phillips,"2,418",318,Kansas,2020
Pottawatomie,"9,247","3,257",Kansas,2020
Pratt,"3,087",924,Kansas,2020
Rawlins,"1,253",214,Kansas,2020
Reno,"17,948","8,602",Kansas,2020
Republic,"2,172",420,Kansas,2020
Rice,"3,187",953,Kansas,2020
Riley,"11,174","11,940",Kansas,2020
Rooks,"2,294",332,Kansas,2020
Rush,"1,425",291,Kansas,2020
Russell,"2,765",591,Kansas,2020
Saline,"15,313","8,022",Kansas,2020
Scott,"1,991",290,Kansas,2020
Sedgwick,"117,653","90,820",Kansas,2020
Seward,"3,285","1,736",Kansas,2020
Shawnee,"39,890","42,032",Kansas,2020
Sheridan,"1,237",144,Kansas,2020
Sherman,"2,222",386,Kansas,2020
Smith,"1,734",328,Kansas,2020
Stafford,"1,631",355,Kansas,2020
Stanton,607,147,Kansas,2020
Stevens,"1,731",233,Kansas,2020
Sumner,"7,998","2,551",Kansas,2020
Thomas,"3,106",622,Kansas,2020
Trego,"1,341",238,Kansas,2020
Wabaunsee,"2,813",956,Kansas,2020
Wallace,762,44,Kansas,2020
Washington,"2,332",467,Kansas,2020
Wichita,803,147,Kansas,2020
Wilson,"3,111",711,Kansas,2020
Woodson,"1,189",283,Kansas,2020
Wyandotte,"18,512","35,566",Kansas,2020
Adair,"7,276","1,392",Kentucky,2020
Allen,"7,587","1,642",Kentucky,2020
Anderson,"9,661","3,348",Kentucky,2020
Ballard,"3,356",825,Kentucky,2020
Barren,"14,654","5,127",Kentucky,2020
Bath,"3,986","1,573",Kentucky,2020
Bell,"8,140","1,789",Kentucky,2020
Boone,"44,814","20,901",Kentucky,2020
Bourbon,"6,190","3,296",Kentucky,2020
Boyd,"14,295","7,083",Kentucky,2020
Boyle,"8,872","5,298",Kentucky,2020
Bracken,"3,398",800,Kentucky,2020
Breathitt,"4,265","1,301",Kentucky,2020
Breckinridge,"7,701","2,350",Kentucky,2020
Bullitt,"30,708","10,552",Kentucky,2020
Butler,"4,960","1,079",Kentucky,2020
Caldwell,"4,906","1,433",Kentucky,2020
Calloway,"11,352","5,797",Kentucky,2020
Campbell,"28,482","19,374",Kentucky,2020
Carlisle,"2,159",463,Kentucky,2020
Carroll,"2,954","1,116",Kentucky,2020
Carter,"8,775","2,642",Kentucky,2020
Casey,"6,179",918,Kentucky,2020
Christian,"15,080","8,296",Kentucky,2020
Clark,"11,811","6,004",Kentucky,2020
Clay,"6,677",831,Kentucky,2020
Clinton,"4,280",603,Kentucky,2020
Crittenden,"3,451",731,Kentucky,2020
Cumberland,"2,769",508,Kentucky,2020
Daviess,"31,025","17,286",Kentucky,2020
Edmonson,"4,828","1,227",Kentucky,2020
Elliott,"2,246",712,Kentucky,2020
Estill,"5,100","1,355",Kentucky,2020
Fayette,"58,860","90,600",Kentucky,2020
Fleming,"5,534","1,474",Kentucky,2020
Floyd,"12,250","3,884",Kentucky,2020
Franklin,"12,900","12,652",Kentucky,2020
Fulton,"1,606",794,Kentucky,2020
Gallatin,"2,955",822,Kentucky,2020
Garrard,"6,754","1,830",Kentucky,2020
Grant,"8,725","2,205",Kentucky,2020
Graves,"13,206","3,560",Kentucky,2020
Grayson,"9,453","2,400",Kentucky,2020
Green,"4,838",920,Kentucky,2020
Greenup,"13,064","4,873",Kentucky,2020
Hancock,"3,145","1,351",Kentucky,2020
Hardin,"29,832","18,101",Kentucky,2020
Harlan,"9,367","1,494",Kentucky,2020
Harrison,"6,334","2,400",Kentucky,2020
Hart,"6,345","1,908",Kentucky,2020
Henderson,"12,730","7,639",Kentucky,2020
Henry,"5,843","2,142",Kentucky,2020
Hickman,"1,714",458,Kentucky,2020
Hopkins,"15,757","5,439",Kentucky,2020
Jackson,"5,453",605,Kentucky,2020
Jefferson,"150,646","228,358",Kentucky,2020
Jessamine,"17,096","8,567",Kentucky,2020
Johnson,"8,450","1,608",Kentucky,2020
Kenton,"48,129","32,271",Kentucky,2020
Knott,"4,780","1,412",Kentucky,2020
Knox,"11,012","2,114",Kentucky,2020
Larue,"5,685","1,504",Kentucky,2020
Laurel,"23,237","4,475",Kentucky,2020
Lawrence,"5,633","1,238",Kentucky,2020
Lee,"2,273",481,Kentucky,2020
Leslie,"4,321",446,Kentucky,2020
Letcher,"7,226","1,799",Kentucky,2020
Lewis,"4,986",823,Kentucky,2020
Lincoln,"8,489","2,254",Kentucky,2020
Livingston,"4,010",939,Kentucky,2020
Logan,"9,067","3,094",Kentucky,2020
Lyon,"3,100","1,092",Kentucky,2020
McCracken,"21,820","11,195",Kentucky,2020
McCreary,"5,664",725,Kentucky,2020
McLean,"3,633","1,074",Kentucky,2020
Madison,"27,356","15,581",Kentucky,2020
Magoffin,"4,174","1,214",Kentucky,2020
Marion,"6,113","2,722",Kentucky,2020
Marshall,"13,297","4,071",Kentucky,2020
Martin,"3,496",403,Kentucky,2020
Mason,"5,477","2,362",Kentucky,2020
Meade,"10,185","3,632",Kentucky,2020
Menifee,"2,311",750,Kentucky,2020
Mercer,"8,506","3,033",Kentucky,2020
Metcalfe,"3,959",975,Kentucky,2020
Monroe,"4,628",657,Kentucky,2020
Montgomery,"8,993","3,630",Kentucky,2020
Morgan,"4,301","1,175",Kentucky,2020
Muhlenberg,"10,497","3,545",Kentucky,2020
Nelson,"15,703","7,188",Kentucky,2020
Nicholas,"2,408",955,Kentucky,2020
Ohio,"8,582","2,404",Kentucky,2020
Oldham,"22,654","14,505",Kentucky,2020
Owen,"4,292","1,098",Kentucky,2020
Owsley,"1,671",216,Kentucky,2020
Pendleton,"5,515","1,322",Kentucky,2020
Perry,"8,129","2,356",Kentucky,2020
Pike,"20,284","4,866",Kentucky,2020
Powell,"4,041","1,367",Kentucky,2020
Pulaski,"25,442","5,666",Kentucky,2020
Robertson,884,253,Kentucky,2020
Rockcastle,"6,577","1,134",Kentucky,2020
Rowan,"5,994","3,880",Kentucky,2020
Russell,"7,519","1,331",Kentucky,2020
Scott,"17,767","10,567",Kentucky,2020
Shelby,"15,055","8,077",Kentucky,2020
Simpson,"5,888","2,681",Kentucky,2020
Spencer,"8,737","2,530",Kentucky,2020
Taylor,"9,376","2,963",Kentucky,2020
Todd,"4,062","1,205",Kentucky,2020
Trigg,"5,487","1,791",Kentucky,2020
Trimble,"3,227","1,012",Kentucky,2020
Union,"4,965","1,529",Kentucky,2020
Warren,"31,791","22,479",Kentucky,2020
Washington,"4,482","1,644",Kentucky,2020
Wayne,"7,430","1,700",Kentucky,2020
Webster,"4,506","1,412",Kentucky,2020
Whitley,"12,567","2,552",Kentucky,2020
Wolfe,"2,097",839,Kentucky,2020
Woodford,"8,362","6,530",Kentucky,2020
AcadiaParish,"22,596","5,443",Louisiana,2020
AllenParish,"7,574","2,108",Louisiana,2020
AscensionParish,"40,687","20,399",Louisiana,2020
AssumptionParish,"7,271","3,833",Louisiana,2020
AvoyellesParish,"12,028","4,979",Louisiana,2020
BeauregardParish,"13,575","2,542",Louisiana,2020
BienvilleParish,"3,891","3,067",Louisiana,2020
BossierParish,"38,074","15,662",Louisiana,2020
CaddoParish,"48,021","55,110",Louisiana,2020
CalcasieuParish,"55,066","25,982",Louisiana,2020
CaldwellParish,"3,976",745,Louisiana,2020
CameronParish,"3,671",324,Louisiana,2020
CatahoulaParish,"3,541","1,269",Louisiana,2020
ClaiborneParish,"3,770","2,731",Louisiana,2020
ConcordiaParish,"5,550","3,177",Louisiana,2020
DeSotoParish,"9,112","5,457",Louisiana,2020
EastBatonRougeParish,"88,420","115,577",Louisiana,2020
EastCarrollParish,"1,080","1,900",Louisiana,2020
EastFelicianaParish,"6,064","4,280",Louisiana,2020
EvangelineParish,"11,053","4,158",Louisiana,2020
FranklinParish,"6,970","2,658",Louisiana,2020
GrantParish,"8,117","1,157",Louisiana,2020
IberiaParish,"21,251","11,027",Louisiana,2020
IbervilleParish,"7,893","8,514",Louisiana,2020
JacksonParish,"5,394","2,143",Louisiana,2020
JeffersonParish,"105,949","84,477",Louisiana,2020
JeffersonDavisParish,"11,423","3,208",Louisiana,2020
LafayetteParish,"72,519","39,685",Louisiana,2020
LafourcheParish,"36,024","8,672",Louisiana,2020
LaSalleParish,"6,378",638,Louisiana,2020
LincolnParish,"11,311","7,559",Louisiana,2020
LivingstonParish,"54,877","9,249",Louisiana,2020
MadisonParish,"1,930","2,654",Louisiana,2020
MorehouseParish,"6,510","4,946",Louisiana,2020
NatchitochesParish,"9,358","6,896",Louisiana,2020
OrleansParish,"26,664","147,854",Louisiana,2020
OuachitaParish,"42,255","25,913",Louisiana,2020
PlaqueminesParish,"7,412","3,414",Louisiana,2020
PointeCoupeeParish,"7,503","4,683",Louisiana,2020
RapidesParish,"38,347","19,475",Louisiana,2020
RedRiverParish,"2,413","1,644",Louisiana,2020
RichlandParish,"6,607","3,225",Louisiana,2020
SabineParish,"8,776","1,731",Louisiana,2020
St.BernardParish,"11,179","6,151",Louisiana,2020
St.CharlesParish,"18,233","9,800",Louisiana,2020
St.HelenaParish,"2,714","3,346",Louisiana,2020
St.JamesParish,"5,954","6,510",Louisiana,2020
St.JohntheBaptistParish,"7,538","13,582",Louisiana,2020
St.LandryParish,"23,171","17,372",Louisiana,2020
St.MartinParish,"18,203","8,439",Louisiana,2020
St.MaryParish,"14,811","8,055",Louisiana,2020
St.TammanyParish,"99,666","37,746",Louisiana,2020
TangipahoaParish,"37,806","18,887",Louisiana,2020
TensasParish,"1,197","1,329",Louisiana,2020
TerrebonneParish,"34,339","11,198",Louisiana,2020
UnionParish,"8,407","2,654",Louisiana,2020
VermilionParish,"21,930","5,009",Louisiana,2020
VernonParish,"14,107","2,898",Louisiana,2020
WashingtonParish,"13,307","5,970",Louisiana,2020
WebsterParish,"11,830","6,172",Louisiana,2020
WestBatonRougeParish,"7,684","6,200",Louisiana,2020
WestCarrollParish,"4,317",710,Louisiana,2020
WestFelicianaParish,"3,863","2,298",Louisiana,2020
WinnParish,"4,619","1,543",Louisiana,2020
Piscataquis,"3,543","6,204",Maine,2020
York,"71,189","54,817",Maine,2020
Washington,"6,754","10,182",Maine,2020
Kennebec,"34,902","34,721",Maine,2020
Aroostook,"13,936","21,047",Maine,2020
Lincoln,"12,684","10,256",Maine,2020
Penobscot,"37,611","44,556",Maine,2020
Hancock,"19,366","14,980",Maine,2020
Oxford,"14,755","17,698",Maine,2020
Somerset,"10,199","16,642",Maine,2020
Knox,"15,110","9,982",Maine,2020
Sagadahoc,"13,528","9,755",Maine,2020
Franklin,"8,069","8,754",Maine,2020
Cumberland,"133,358","60,422",Maine,2020
Waldo,"12,345","11,196",Maine,2020
Androscoggin,"27,617","29,268",Maine,2020
Allegany,"9,158","20,886",Maryland,2020
AnneArundel,"172,823","127,821",Maryland,2020
Baltimore,"258,409","146,202",Maryland,2020
Baltimorecity,"207,260","25,374",Maryland,2020
Calvert,"22,587","25,346",Maryland,2020
Caroline,"5,095","10,283",Maryland,2020
Carroll,"36,456","60,218",Maryland,2020
Cecil,"16,809","29,439",Maryland,2020
Charles,"62,171","25,579",Maryland,2020
Dorchester,"6,857","8,764",Maryland,2020
Frederick,"77,675","63,682",Maryland,2020
Garrett,"3,281","12,002",Maryland,2020
Harford,"63,095","80,930",Maryland,2020
Howard,"129,433","48,390",Maryland,2020
Kent,"5,329","5,195",Maryland,2020
Montgomery,"419,569","101,222",Maryland,2020
PrinceGeorge's,"379,208","37,090",Maryland,2020
QueenAnne's,"10,709","18,741",Maryland,2020
St.Mary's,"23,138","30,826",Maryland,2020
Somerset,"4,241","5,739",Maryland,2020
Talbot,"11,062","10,946",Maryland,2020
Washington,"26,044","40,224",Maryland,2020
Wicomico,"22,054","22,944",Maryland,2020
Worcester,"12,560","18,571",Maryland,2020
Plymouth,"173,630","121,227",Massachusetts,2020
Middlesex,"617,196","226,956",Massachusetts,2020
Bristol,"153,377","119,872",Massachusetts,2020
Berkshire,"51,705","18,064",Massachusetts,2020
Hampden,"125,948","87,318",Massachusetts,2020
Essex,"267,198","144,837",Massachusetts,2020
Hampshire,"63,362","22,281",Massachusetts,2020
Worcester,"248,773","171,683",Massachusetts,2020
Franklin,"30,030","11,201",Massachusetts,2020
Norfolk,"273,312","125,294",Massachusetts,2020
Barnstable,"91,994","55,311",Massachusetts,2020
Suffolk,"270,522","58,613",Massachusetts,2020
Dukes,"9,914","2,631",Massachusetts,2020
Nantucket,"5,241","1,914",Massachusetts,2020
Alcona,"2,142","4,848",Michigan,2020
Alger,"2,053","3,014",Michigan,2020
Allegan,"24,449","41,392",Michigan,2020
Alpena,"6,000","10,686",Michigan,2020
Antrim,"5,960","9,748",Michigan,2020
Arenac,"2,774","5,928",Michigan,2020
Baraga,"1,478","2,512",Michigan,2020
Barry,"11,797","23,471",Michigan,2020
Bay,"26,151","33,125",Michigan,2020
Benzie,"5,480","6,601",Michigan,2020
Berrien,"37,438","43,519",Michigan,2020
Branch,"6,159","14,064",Michigan,2020
Calhoun,"28,877","36,221",Michigan,2020
Cass,"9,130","16,699",Michigan,2020
Charlevoix,"6,939","9,841",Michigan,2020
Cheboygan,"5,437","10,186",Michigan,2020
Chippewa,"6,648","10,681",Michigan,2020
Clare,"5,199","10,861",Michigan,2020
Clinton,"21,968","25,098",Michigan,2020
Crawford,"2,672","5,087",Michigan,2020
Delta,"7,606","13,207",Michigan,2020
Dickinson,"4,744","9,617",Michigan,2020
Eaton,"31,299","31,798",Michigan,2020
Emmet,"9,662","12,135",Michigan,2020
Genesee,"119,390","98,714",Michigan,2020
Gladwin,"4,524","9,893",Michigan,2020
Gogebic,"3,570","4,600",Michigan,2020
GrandTraverse,"28,683","30,502",Michigan,2020
Gratiot,"6,693","12,102",Michigan,2020
Hillsdale,"5,883","17,037",Michigan,2020
Houghton,"7,750","10,378",Michigan,2020
Huron,"5,490","12,731",Michigan,2020
Ingham,"94,212","47,639",Michigan,2020
Ionia,"10,901","20,657",Michigan,2020
Iosco,"5,373","9,759",Michigan,2020
Iron,"2,493","4,216",Michigan,2020
Isabella,"14,072","14,815",Michigan,2020
Jackson,"31,995","47,372",Michigan,2020
Kalamazoo,"83,686","56,823",Michigan,2020
Kalkaska,"3,002","7,436",Michigan,2020
Kent,"187,915","165,741",Michigan,2020
Keweenaw,672,862,Michigan,2020
Lake,"2,288","3,946",Michigan,2020
Lapeer,"16,367","35,482",Michigan,2020
Leelanau,"8,795","7,916",Michigan,2020
Lenawee,"20,918","31,541",Michigan,2020
Livingston,"48,220","76,982",Michigan,2020
Luce,842,"2,109",Michigan,2020
Mackinac,"2,632","4,304",Michigan,2020
Macomb,"223,952","263,863",Michigan,2020
Manistee,"6,107","8,321",Michigan,2020
Marquette,"20,465","16,286",Michigan,2020
Mason,"6,802","10,207",Michigan,2020
Mecosta,"7,375","13,267",Michigan,2020
Menominee,"4,316","8,117",Michigan,2020
Midland,"20,493","27,675",Michigan,2020
Missaukee,"1,967","6,648",Michigan,2020
Monroe,"32,975","52,710",Michigan,2020
Montcalm,"9,703","21,815",Michigan,2020
Montmorency,"1,628","4,171",Michigan,2020
Muskegon,"45,643","45,133",Michigan,2020
Newaygo,"7,873","18,857",Michigan,2020
Oakland,"434,148","325,971",Michigan,2020
Oceana,"4,944","8,892",Michigan,2020
Ogemaw,"3,475","8,253",Michigan,2020
Ontonagon,"1,391","2,358",Michigan,2020
Osceola,"3,214","8,928",Michigan,2020
Oscoda,"1,342","3,466",Michigan,2020
Otsego,"4,743","9,779",Michigan,2020
Ottawa,"64,705","100,913",Michigan,2020
PresqueIsle,"2,911","5,342",Michigan,2020
Roscommon,"5,166","9,670",Michigan,2020
