"n","MAD"
10,0.0772927737530306
10,0.0724374960605069
10,0.0791783335038416
10,0.0636146053654957
10,0.0571026558474901
10,0.0744696003771887
10,0.0588637329561446
10,0.0820015068796835
10,0.0401934871684499
10,0.082772465673998
10,0.067728762933854
10,0.0820015068796835
10,0.0588637329561446
10,0.0650099948411848
10,0.0879733371875723
10,0.0606669493474973
10,0.0844913870470236
10,0.0738652799606597
10,0.0826058272962125
10,0.0884311130382306
10,0.0399645992431207
10,0.091378769056229
10,0.0408801509444373
10,0.102233764067922
10,0.0797826539203706
10,0.104223729101906
10,0.0709176239426613
10,0.121050554421488
10,0.0772927737530306
10,0.0335349930845736
20,0.0504713899377028
20,0.0302812720321623
20,0.0253987661655498
20,0.0442155565191153
20,0.0573587719469082
20,0.0384174989511861
20,0.0421834522024335
20,0.0670420991578665
20,0.0680672223927305
20,0.0613263849493958
20,0.0649179066234919
20,0.0384174989511861
20,0.0439866685937861
20,0.0622691648248013
20,0.0286518283807693
20,0.0513318264536499
20,0.0331044454080042
20,0.0562694475056319
20,0.0608958372728264
20,0.0486130583609806
20,0.0439866685937861
20,0.0353382094759262
20,0.0381613828517681
20,0.0495286100622972
20,0.0526783322163489
20,0.0627531569140935
20,0.0442155565191153
20,0.0646617905240738
20,0.0449294484691917
20,0.0438128958538265
30,0.0522473781549665
30,0.0664377787413375
30,0.0462254183224187
30,0.0507275060371208
30,0.0437234181321939
30,0.0511882027751397
30,0.0469965741593282
30,0.0373281745099099
30,0.0257865157222294
30,0.0402557367159935
30,0.0198989804326676
30,0.0643434248771121
30,0.0271397494622895
30,0.0590504651458449
30,0.027306387840075
30,0.0597170351099176
30,0.0401839395870343
30,0.0365792611863787
30,0.0429745048086628
30,0.064343424877112
30,0.0553538958043153
30,0.0327860797610424
30,0.0400268487906644
30,0.0541750936414065
30,0.064343424877112
30,0.0313284571907405
30,0.0307539754443607
30,0.0375369686233243
30,0.0468299357815427
30,0.0243788256339914
40,0.0297826539203707
40,0.051560714378979
40,0.0504577758506583
40,0.0279930516160625
40,0.0366551248209669
40,0.0284916697278541
40,0.0543975018418653
40,0.0480087379444516
40,0.0379869512746167
40,0.0578165477975665
40,0.0451583363945208
40,0.032619441383257
40,0.0255577851073656
40,0.0395204374795068
40,0.0484120574469321
40,0.0275625039394931
40,0.0375706765222835
40,0.0363944127714019
40,0.0313420712777849
40,0.0385270704847335
40,0.0497847261617153
40,0.0275625039394931
40,0.0271598432742043
40,0.028262781802525
40,0.0233802759359124
40,0.0237829366012012
40,0.018080836479775
40,0.0442291706061597
40,0.0254123802525942
40,0.022693612159925
50,0.0349158343821472
50,0.0248940477123124
50,0.0475625039394931
50,0.0264377787413375
50,0.0267724732915052
50,0.0391783335038416
50,0.0348334910226888
50,0.041737218197475
50,0.0408801509444373
50,0.0175488898524486
50,0.0226799980728805
50,0.0438047232710361
50,0.0528401567257957
50,0.047802933710522
50,0.0206669493474973
50,0.0308352805832029
50,0.0399530573974209
50,0.0214377346171963
50,0.0353266676302264
50,0.0215165028549362
50,0.0308352805832028
50,0.0330887590796151
50,0.0415743284660235
50,0.0355909563124349
50,0.0288501188691002
50,0.0332945633135446
50,0.0359548469579349
50,0.0457592875481405
50,0.0290320641918502
50,0.0364595654111724
60,0.0430438887183806
60,0.0180607426678602
60,0.0232854787791277
60,0.0241771658827511
60,0.027306387840075
60,0.0458450001705083
60,0.0304057711272497
60,0.022624882887511
60,0.0272441382925313
60,0.0236227779482861
60,0.0365792611863787
60,0.0233643412694317
60,0.0243788256339914
60,0.0224511101475514
60,0.035364912558513
60,0.0229361141722986
60,0.0318633936975517
60,0.0438128958538265
60,0.0272664039767424
60,0.0289157376795533
60,0.0220828120185257
60,0.0432578490821697
60,0.0386736150506042
60,0.0310924349032371
60,0.0300874054802879
60,0.0414546326908171
60,0.0210777825955765
60,0.0257997965029752
60,0.0443378837419063
60,0.0279930516160625
70,0.0297943272386907
70,0.032310153648587
70,0.0289611188968325
70,0.0306696776446403
70,0.0413254819324113
70,0.0308726221088065
70,0.0312078560860327
70,0.0187785298269229
70,0.0314769425253356
70,0.0298624127639451
70,0.0288405177921248
70,0.021811639427617
70,0.0340472252834097
70,0.032619441383257
70,0.0270090721236818
70,0.0220354763609845
70,0.0163563073247771
70,0.0164111915330149
70,0.0275774178294956
70,0.0340472252834097
70,0.0336555941892814
70,0.0293384921567568
70,0.0198146826329473
70,0.0316396856941348
70,0.0202705177148812
70,0.0470406706636815
70,0.0201239731490105
70,0.0368703986592516
70,0.0194230515388189
70,0.0309789681607035
80,0.0217644463715639
80,0.0217054366864554
80,0.0217508322845195
80,0.0263318264536499
80,0.0207762708980943
80,0.0413923831432734
80,0.0248670695211737
80,0.0201583363945208
80,0.0181398461648835
80,0.0283081774005891
80,0.0191837750080957
80,0.0246012338344502
80,0.0215906736316043
80,0.0316312659097873
80,0.0220069483839375
80,0.0303538958043153
80,0.0310405595803028
80,0.0371868214653429
80,0.0220341765580264
80,0.0186248501896307
80,0.0399509851560762
80,0.0248301217597794
80,0.0161471740762627
80,0.0311397075619492
80,0.0300841656178528
80,0.022693612159925
80,0.0287387250771585
80,0.0182273810456457
80,0.016451392828382
80,0.0257865157222294
90,0.020293856182826
90,0.0401934871684498
90,0.0262656864907148
90,0.029026610319013
90,0.0256905541913788
90,0.0138232417726593
90,0.0195248490473801
90,0.0182966146084827
90,0.0195241984944239
90,0.0275560201302751
90,0.0186371843573441
90,0.028159689993848
90,0.0179712649462276
90,0.0185950286217152
90,0.0360670289875426
90,0.0244620843681835
90,0.0297748730895879
90,0.0186549199100856
90,0.0311281068296481
90,0.034797760134568
90,0.010583951350735
90,0.0221184839449366
90,0.0145022824241148
90,0.0303992873180317
90,0.0300874054802879
90,0.0228112702272299
90,0.0202737623709113
90,0.021701546271064
90,0.0190028719903095
90,0.0389031535288896
100,0.0391534960722405
100,0.0224511101475514
100,0.0287341717402278
100,0.0238047232710361
100,0.0208958372728264
100,0.0184174989511861
100,0.0331316735820931
100,0.0229361141722986
100,0.0242509572759946
100,0.0310417407520632
100,0.0199530573974209
100,0.0191041627271736
100,0.026884012746296
100,0.0230054980820164
100,0.0241998701907262
100,0.0174298446301985
100,0.0311226529568109
100,0.0120423491408168
100,0.0247121023895623
100,0.0249103928778931
100,0.0235404345888276
100,0.0357490427240054
100,0.0268530330236123
100,0.0259527747165903
100,0.0228537708128402
100,0.027232217063407
100,0.0255222270400209
100,0.0224511101475514
100,0.0198295965229498
100,0.0235370653259182
110,0.0202748112399366
110,0.0162898260377483
110,0.0181209294403815
110,0.0237054249605907
110,0.0232169973547141
110,0.0204244757340905
110,0.0224387701619637
110,0.0124783099226734
110,0.0246209766619073
110,0.0219933342968931
110,0.0240567502517585
110,0.020592474917983
110,0.0246447812548668
110,0.0172726988737604
110,0.0332323516312901
110,0.0217644463715639
110,0.0205101315585246
110,0.0226619497687135
110,0.0339713143172101
110,0.0199241458317342
110,0.0291919475908861
110,0.0173669445296986
110,0.027925730481367
110,0.0178247203803569
110,0.0287406041334866
110,0.0258538368569248
110,0.0269003035936568
110,0.02782505243217
110,0.0353871959208831
110,0.0292102822806247
120,0.0216140084907995
120,0.0291718537789713
120,0.0208903957685724
120,0.0310100915437787
120,0.0240656444069677
120,0.015043702740144
120,0.0366415107339224
120,0.0350321608944442
120,0.017933013948017
120,0.0199190742445823
120,0.0134343529006657
120,0.0255303996228113
120,0.0236162982234158
120,0.0236137048889403
120,0.0155287067648912
120,0.0134654762837409
120,0.0284294201803105
120,0.0244832144642332
120,0.0344090436875651
120,0.0218467919800352
120,0.0217709260964342
120,0.0217644463715639
120,0.0275625039394931
120,0.0162088908160084
120,0.0243029619994032
120,0.0226599042609658
120,0.0262702282870119
120,0.0227072262469694
120,0.0172074405140873
120,0.0199748440672557
130,0.0211524900661344
130,0.0275219042152575
130,0.0153348402130168
130,0.0288366767957461
130,0.0244908503531336
130,0.025685065151378
130,0.0209705963634788
130,0.0318255913751719
130,0.0197630100150878
130,0.0236529608346962
130,0.0285905565191153
130,0.022274952106142
130,0.0320208566279742
130,0.0160319208268298
130,0.0179655292849814
130,0.0175517929446754
130,0.0156632784815431
130,0.0150646937262603
130,0.013719253185566
130,0.0141894528872006
130,0.025081799219516
130,0.0167636785978366
130,0.0194460430690539
130,0.0221781827118699
130,0.0306347168249746
130,0.0177366413596522
130,0.0295176049104874
130,0.0196749309943831
130,0.0106174167127964
130,0.00970186501147979
140,0.0211458681208308
140,0.0173941727037875
140,0.012444237367719
140,0.0223075459911741
140,0.018053608305686
140,0.0172586577090772
140,0.00967677567248675
140,0.024682933446749
140,0.0153194746203367
140,0.0283023393507324
140,0.013827938435056
140,0.0249708472646978
140,0.0238114645782482
140,0.0304423026279755
140,0.0126290424602324
140,0.0242672996601821
140,0.0117380080384106
140,0.0146903185011207
140,0.0268226685282538
140,0.0119572925742474
